neos-662469,1800,184375.47221468383,184383.5,1800.0,184375.501316357,184383.5,1800.0,184371.7390672406,184471.5,1800.0,184371.75987152755,184469.0
neos-787933,1.0,-1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
neos-827175,5.0,-1,-1,5.0,-1.0,-1.0,4.0,-1.0,-1.0,4.0,-1.0,-1.0
neos-848589,748.0,-1,-1,748.0,-1.0,-1.0,836.0,-1.0,-1.0,836.0,-1.0,-1.0
neos-860300,17.0,-1,-1,11.0,-1.0,-1.0,17.0,-1.0,-1.0,10.0,-1.0,-1.0
neos-911970,16.0,-1,-1,50.0,-1.0,-1.0,14.0,-1.0,-1.0,35.0,-1.0,-1.0
sct2,1800,-231.06356706666662,-230.98916228571426,1800.0,-231.06356706666665,-230.98916228571437,1800.0,-231.06356706666665,-230.9891622857143,1800.0,-231.06356706666662,-230.9891622857143
seymour1,53.0,-1,-1,52.0,-1.0,-1.0,50.0,-1.0,-1.0,49.0,-1.0,-1.0
neos-933966,1800,318.0,319.0,583.0,-1.0,-1.0,1516.0,-1.0,-1.0,1800.0,318.0000000000001,320.0
sing326,1800,7.736615489035547e6,7.793165022384465e6,1800.0,7.736094817169428e6,7.771681457730651e6,1800.0,7.739152174312532e6,7.756857633607626e6,1800.0,7.736492315975964e6,7.783509648175001e6
neos-950242,206.0,-1,-1,206.0,-1.0,-1.0,1800.0,2.1363636363636362,4.0,1800.0,2.1363636363636362,4.0
neos-957323,78.0,-1,-1,78.0,-1.0,-1.0,104.0,-1.0,-1.0,104.0,-1.0,-1.0
neos-960392,951.0,-1,-1,949.0,-1.0,-1.0,578.0,-1.0,-1.0,576.0,-1.0,-1.0
neos5,474.0,-1,-1,476.0,-1.0,-1.0,470.0,-1.0,-1.0,466.0,-1.0,-1.0
sing44,1800,8.115242245641351e6,8.134403378115058e6,1800.0,8.114136185625076e6,8.138476743064284e6,1800.0,8.116002415718079e6,8.1364747774719e6,1800.0,8.111576959364057e6,8.153545961963296e6
sp97ar,1800,6.585749426568468e8,6.6305228736e8,1800.0,6.585564092539579e8,6.6309043648e8,1800.0,6.586476004309052e8,6.6360280288e8,1800.0,6.586370397378452e8,6.6425643616e8
traininstance6,1800,2355.180687151783,28760.0,1800.0,5690.0,28430.000000000386,988.0,-1.0,-1.0,1800.0,9294.0,28290.0
supportcase22,1800,Inf,Inf,1800.0,Inf,Inf,1799.217627468,Inf,Inf,1799.217627468,Inf,Inf
supportcase33,422.0,-1,-1,157.0,-1.0,-1.0,262.0,-1.0,-1.0,441.0,-1.0,-1.0
sp98ar,1800,5.284991926018516e8,5.3021302464e8,1800.0,5.28499446228448e8,5.3021302464e8,1800.0,5.2843183525343513e8,5.297406232e8,1800.0,5.2843183525343513e8,5.297406232e8
trento1,1800,5.184678775232572e6,5.190014e6,1800.0,5.184886829763174e6,5.293230999999989e6,1800.0,5.184950404380907e6,5.190501e6,1800.0,5.184688109994968e6,5.291195e6
supportcase6,1800,47088.876447421906,51906.47737025179,1800.0,47088.876447421906,51906.47737025179,1800.0,47079.91344086951,51906.47737025178,1800.0,47079.91344086951,51906.47737025178
supportcase7,269.0,-1,-1,267.0,-1.0,-1.0,156.0,-1.0,-1.0,158.0,-1.0,-1.0
swath1,22.0,-1,-1,15.0,-1.0,-1.0,15.0,-1.0,-1.0,17.0,-1.0,-1.0
swath3,425.0,-1,-1,322.0,-1.0,-1.0,312.0,-1.0,-1.0,204.0,-1.0,-1.0
triptim1,1741.0,-1,-1,1707.0,-1.0,-1.0,650.0,-1.0,-1.0,543.0,-1.0,-1.0
splice1k1,1800,-1639.576991951005,-394.0,1800.0,-1641.9114652274739,-394.0,1800.0,-1640.5801062987084,-394.0,1800.0,-1638.7750416857739,-394.0
tbfp-network,795.0,-1,-1,798.0,-1.0,-1.0,1075.0,-1.0,-1.0,1062.0,-1.0,-1.0
uccase9,1800,10872.885656328634,11724.858011159467,1800.0,10870.463083537383,11761.189100979775,1800.0,10870.463083537383,11761.189100979775,1800.0,10870.463083537383,11761.189100979775
tr12-30,567.0,-1,-1,581.0,-1.0,-1.0,298.0,-1.0,-1.0,298.0,-1.0,-1.0
square41,1800,8.84961924537712,16.000000000000007,1800.0,8.862281802307123,26.0,1800.0,8.881772379856004,15.99999999999924,1800.0,8.856810679390527,26.0
uct-subprob,1359.0,-1,-1,1364.0,-1.0,-1.0,1800.0,305.5974240093861,314.0,1800.0,305.6020284396785,314.0
traininstance2,1800,0.0,74740.0,1366.0,-1.0,-1.0,1800.0,0.0,75799.99999999985,1800.0,76.0,75090.0
unitcal_7,1314.0,-1,-1,305.0,-1.0,-1.0,722.0,-1.0,-1.0,383.0,-1.0,-1.0
square47,1800,8.785010863489422,29.0,1800.0,Inf,Inf,1800.0,8.792765791695121,29.0,1645.971831017,Inf,Inf
var-smallemery-m6j6,1800,-151.77219708401557,-149.375,1800.0,-151.7283090475631,-149.375,1800.0,-151.87092131853188,-149.375,1800.0,-151.39713635948328,-149.375
supportcase10,1800,1.343904886886373,17.0,1800.0,1.422803662249918,17.0,1800.0,1.456128518254534,14.0,1800.0,1.3932859560585467,14.0
wachplan,1800,-9.0,-8.0,1800.0,-9.0,-8.0,1800.0,-9.0,-8.0,1800.0,-9.0,-8.0
supportcase18,1800,47.18666666666667,50.0,1800.0,47.18666666666667,50.0,1800.0,47.18666666666667,50.0,1800.0,47.18666666666667,50.0
supportcase19,1800,Inf,Inf,1800.0,Inf,Inf,1800.0,Inf,Inf,1800.0,Inf,Inf
