sp97ar,4.294037242,368
sp98ar,2.441498839,368
splice1k1,18.316236676,703
square41,70.900170297,16
square47,154.028168983,16
supportcase10,11.790374494999998,3040
supportcase18,3.427411913,3488
supportcase19,0
supportcase22,0.7823725319999999,368
supportcase33,28.841656336999996,1210
supportcase6,26.610435331,192
supportcase7,1.119456754,270
swath1,2.098100525,1663
swath3,2.507780942,2006
tbfp-network,22.839541470000004,1051
tr12-30,0.015395831,19
traininstance2,24.402834517000002,1090
traininstance6,25.230697489,891
trento1,1.061244692,2244
triptim1,1.2971445959999999,980
uccase9,0
uct-subprob,0.11045514,130
unitcal_7,0.368870185,588
var-smallemery-m6j6,0.058722775,23
wachplan,1.411719493,828
